hashtag,tweets,main tweet
#40SomethingASong,"[('The Beautiful Peebles 40SomethingASong.', 752797644725026816), ('Perflaps Perflaps Perflaps 40SomethingASong.', 752798988617723904), ('Fiber One Love 40SomethingASong.', 752798255105409024), ('I Love Rock and Kohls 40SomethingASong.', 752797857602732033), ('I Still Haven t Found What I m Looking For 40SomethingASong.', 752797904746582016), ('40somethingasong Jogging on Empty.', 752798492892942337), ('Power walking on empty 40SomethingASong.', 752797438415671296), ('Lick it Up and then wash it 40SomethingASong Kiss.', 752797409852391424), ('Juice box hero 40SomethingASong.', 752798168287326208)]","[('40SomethingASong Jessie s Milf.', 752797282697744384)]"
Lynx,"[('Minneapolis cops walk out of Lynx game over players comments shirts.', 752798971953815552), ('Players for WNBA s Lynx wore these shirts and the cops working security walked off the job in protest.', 752799029751345152), ('NowPlaying Keep It Low Original Mix Kemo Lynx dnbnow Tune in dnb drumandbass dnbnow.', 752798795214323712), ('Charlotte trends now Tim Duncan Lynx HipHopHonors HomeRunDerby and TheBachelorette.', 752799074772848640), ('Lynx Carolnein gt OT3 with Sumia and Cordelia Suddenly my interest is piqued Also at least breast lovers aren t Nowifags.', 752798759981944832), ('mi waifu esta en clases c.', 752798825362972672), ('Es que mi verdadera waifu se llama queso.', 752799093634789376), ('nao maru0.', 752798810519187456)]","[('Four Minneapolis cops walked out of a Lynx game in response to players shirts comments.', 752798822154264576)]"
#RXaFilm,"[('There Will Be Benadryl RXaFilm.', 752782143693041665), ('RXaFilm I Ambien Sam.', 752797406291341312), ('There s Something About Meth RXaFilm.', 752783271822520320), ('Prozac and Mirilax Make a Porno RXaFilm.', 752782607956504577), ('He NSAID She NSAID RXaFilm.', 752797492924657665), ('01021543560 01021543560 01021543560 01021543560 RXaFilm.', 752794770259324928), ('You Me and Codeine RXaFilm.', 752776974645358592), ('RXaFilm The Davinci Codeine.', 752797797586350080)]","[('All About Aleve RXaFilm.', 752776997051310080)]"
Shane Doan,"[('Skvel sprva pre fanikov Coyotes.', 752797307511382016), ('Sources Doan agrees to one year contract with Coyotes Coyotes captain Shane Doan agrees to a one year contr.', 752793145297952768), ('Arizona Coyotes Shane Doan Agrees To One Year Contract Arizona Coyotes captain Shane Doan has agreed to a o.', 752788231515615232), ('Sources Shane Doan agrees to one year contract with Arizona Coyotes Coyotes captain Shane Doan agrees to a.', 752778938951176192), ('Shane Doan agrees to one year contract with Arizona Coyotes.', 752774913534996480), ('Shane Doan agrees to one year contract with Arizona Coyotes Puck Daddy Arizona Coyotes captain Shane Doan.', 752784594282295296), ('Sources Shane Doan agrees to one year contract with Arizona Coyotes.', 752778297700970496), ('fanly Arizona Coyotes Shane Doan Agrees To One Year Contract Coyotes.', 752788517399326720), ('hockey nhl Shane Doan Sources Doan agrees to one year contract with Coyotes.', 752777250710310916)]","[('Celebratory Shane Doan gif.', 752791661378277376)]"
#SouthChinaSea,"[('SouthChinaSea arbitration ruling very unfavorable to China significantly shrinks area and rights China can legally claim.', 752798908183633920), ('Award of the PCA CPA Arbitration in re SouthChinaSea China Philippines Full text https.', 752798955012968448), ('BREAKING Philippines wins SouthChinaSea case against China HagueVerdict.', 752799016052596736), ('SouthChinaSea China all I can say about the result is interesting PhilippinesAre illegal in the SouthChinaSea from the world began.', 752798936805421058), ('Philippines Govt this decision an important contribution to ongoing disputes in the South China Sea SouthChinaSea.', 752798927267573760), ('BREAKING Hague court finds China in wrong in SouthChinaSea dispute rules for Philippines.', 752798959874109441), ('Happy dys ahead China Null and void ill founded award on SouthChinaSea arbitration issued https.', 752798990434000896), ('SouthChinaSea SOUTH CHINA SEA BELONGS TO US.', 752798997480239104), ('China has interfered with Philippine fishing rights in SouthChinaSea Hague https.', 752798881193160704)]","[('Philippines wins SouthChinaSea case against China.', 752798956736831488)]"
#IfSelfiesNeverExisted,"[('IfSelfiesNeverExisted we would have been deprived the DuckFace.', 752798426224431105), ('IfSelfiesNeverExisted I d be missing out on these pictures of my grandparents.', 752798422004998144), ('IfSelfiesNeverExisted Selfie Photo HERE COME DATBOI.', 752798858032406528), ('IfSelfiesNeverExisted I d never have realised how ugly I looked.', 752798933873729536), ('IfSelfiesNeverExisted il mondo non verrebbe blessato da lauren Jauregui.', 752798594026070021), ('IfSelfiesNeverExisted 99 of people who are insta famous would have no purpose.', 752798946934845440), ('Some people would not have the courage to present themselves to others IfSelfiesNeverExisted.', 752798623277146112), ('IfSelfiesNeverExisted people wouldn t look like amputees with one arm in every picture.', 752798701723131905), ('IfSelfiesNeverExisted People would remember that first aid is the first thing you do at the scene of an accident.', 752798980103438336)]","[('IfSelfiesNeverExisted neither would this hastag.', 752798890886176768)]"
#GrowingUpThick,"[('rad11 Where all your skinny friends come to when they re cold because you re a natural heater growingupthick.', 752799073875341312), ('GrowingUpThick when you re out buying pants and shorts and you start pulling them up your thighs and know that they re n.', 752799329664929792), ('growingupthick be like You got two options.', 752799373700902912), ('A lot of these so called thick girls aren t really thick in their pictures I m skinny af so I can t talk I m just saying GrowingUpThick.', 752799350892429312), ('growingupthick story of my life.', 752799139482644481), ('GrowingUpThick all of your shorts end up being a thong when you walk.', 752798940622426112), ('growingupthick catching stuff in between your thighs when you re sitting down.', 752799338477215744), ('Friends constantly reminding you that you re thick and you re just like GrowingUpThick.', 752798665132179456), ('GrowingUpThick always sayin I m so fat then hearing No way babygirl you just thick as f there s a difference.', 752798275720261633)]","[('growingupthick skinny friend always complaining she s fat and it s lowkey offensive.', 752799298320887808)]"
NC Governor,"[('This is NOT how you fix this NC Governor signs bill limiting access to body cam footage.', 752782959967555585), ('PR NC Governor signs bill limiting access to body cam footage.', 752791974365663232), ('Wow NC Governor signs bill limiting access to body cam footage.', 752784350245220352), ('NC governor signed a bill limiting access to police body cam footage which is the help murderous police officers need t.', 752797867538993153), ('I m sooo tired of Patt McCracker NC Governor signs bill limiting access to body cam footage.', 752782903805870081), ('Cannot wait to vote this guy out of office NC Governor signs bill limiting access to body cam footage.', 752790029282471936), ('This is a crazy and incredibly Ill timed announcement NC Governor signs bill limiting access to body cam footage.', 752796741951520772), ('North Carolina keeps taking Ls in 2016 NC Governor signs bill limiting access to body cam footage.', 752794589711331328), ('NC Governor signs bill limiting access to body cam footage I m All For It Someone Has The Balls 2 BackTheBlue ht.', 752795030281134080)]","[('NC Governor signs bill limiting access to body cam footage.', 752798379969654784)]"
#WSOPMainEvent,"[('Peaked at 101k but had a rough end to the day bagged 24k 40bbs and a dream back to day 2 Wednesday wsopmainevent.', 752785643067936768), ('150 200 chips to end Day 1 of the WSOPMainEvent Day 2 Wednesday Loved my table and loved my play today.', 752782043109556225), ('Mmmmk mmmk 25k for day 2 on Wednesday w blinds going to be at 100 300 600 Day off for girly things tomorrow WSOPMain.', 752779257332445185), ('Bagging 71100 Day 2 Wednesday WSOPMainEvent.', 752797829777625088), ('70k into Day 2 of WSOPMainEvent.', 752788650778251264), ('Managed day 1 and stayed out of trouble in WSOPMainEvent Coming back with 63k from 50k starting on Wednesday.', 752780236262023168), ('Bagged 109 400 going to day 2 of the WSOPMainEvent.', 752774757280460800), ('finished up day 1 of the WSOPMainEvent with 35k laxxed NBA summer league tomorrow.', 752777235937931264), ('For Making to day 2 shots WSOPMainEvent WSOP.', 752778168893779970)]","[('68k in the bag for day 2 Nice relaxing day off in order then back at it Wednesday WSOPMainEvent.', 752772690071547904)]"
#LHHATL,"[('Karlie just took one of the biggest L s of 2016 on national television I know she sick LHHATL.', 752799419402182656), ('LMFAOOOOOOOOOO LMAO why Lyfe Jennings play Karlie Redd like that LHHATL.', 752799804900671488), ('Ware Karlie Redd after she thought she was going to get propose too LHHATL.', 752799819576414208), ('Someone said Mimi acting like a roach after you spray it with raid LHHATL.', 752799643071680512), ('HARDEST CURVE I HAVE EVER WITNESSED BRUH LHHATL.', 752799829927931904), ('RT FemaleKanye Ariana Can t Sing But Stillllll They Don t Gotta Rain On Her Parade Like That LHHATL.', 752799849272135680), ('Tammy emotional moment on LHHATL with Deb.', 752799367640322048), ('RT ImATrip She seen a future with Lyfe but didn t she say herself that she was falling in love with Scrap LHHATL.', 752799741411336192), ('1 Waka gotta man up You can t have your mama amp woman out here crying because of you LHHATL.', 752799499312066560)]","[('LMAO why Lyfe Jennings play Karlie Redd like that LHHATL.', 752799821828726784)]"
#FelizMartes,"[('Buenos das familia FelizMartes.', 752799307300995072), ('Hoy ser un mejor da FelizMartes.', 752799223830175744), ('Qu es UnidadPopular FelizMartes.', 752799286979653632), ('Nos vamos corriendo a por el da FelizMartes a todos.', 752799489069461505), ('Retweeted PokMaster pokemaster es FelizMartes.', 752799225616838656), ('Acierto de larazon es y pacomarhuenda Gorka Maneiro dar pluralidad y verdad PrioridadEspaa FelizMartes.', 752799515795681280), ('Cristiano Ronaldo ciruga esttica antes y despus Felizmartes.', 752799427916619776), ('elcorreo alava repasa la historia de la catedral de vitoriagasteiz FelizMartes.', 752799446946177024), ('Descubre cmo trabajar la fotoproteccin en farmacias pequeas FelizMartes.', 752799307988930560)]","[('FelizMartes ya labores de amo de casa listo ahora a estudiar apostando por un futuro mejor.', 752799377329119232)]"
Suspect in San Diego,"[('Suspect in San Diego homeless killings is off the hook suspect.', 752772754362003456), ('Suspect in San Diego homeless killings is freed no charges.', 752797737213579265), ('San Diego police free suspect in brutal killings of homeless men.', 752798922200977408), ('San Diego police free suspect in homeless killings video.', 752785085053669377), ('Suspect in fatal attacks on homeless in San Diego released without charges homeless via ukrpravda news.', 752774833818198016), ('Suspect in San Diego homeless killings is freed nocharges.', 752767249581125632), ('San Diego police free suspect in brutal killings of homeless USA US USBiz.', 752772313578438656), ('Fear returns to San Diego s homeless after suspect is freed.', 752793498508681216), ('Biz San Diego police free suspect in brutal killings of homeless USA US USBiz.', 752778595085541376)]","[('San Diego police free suspect in brutal killings of homeless.', 752798976550772736)]"
#dh2016,"[('Participants at DH2016 can learn more about the Research Data Alliance RDA and data management here.', 752798193914679296), ('dh2016 Reconvening SussexHumsLab workshop with a Music Information Retrieval pub quiz.', 752797749469478912), ('w baker dh2016 The SussexHumsLab Musical Information Retrieval for Oral History Connections workshop is go.', 752796569666072576), ('National Library of Norway provides a n gram service dh2016.', 752795057787441152), ('DH2016 RDA ADHO workshop Policy chart lindsaypoirier is discussing is available here.', 752795241988710400), ('Working with spectrogram a in our MIR workshop at DH2016.', 752799373990490112), ('One of the researchers in our workshop is researching alchemy well jeal DH2016.', 752799626567249920), ('The decline of the semicolon in English let s ditch the stupid punctuation mark DH2016.', 752799513446866944), ('Looking forward to today s dh2016 workshop Beyond The Basics What Next For Crowdsourcing cro.', 752798429496107008)]","[('w baker dh2016 Reconvening SussexHumsLab workshop with a Music Information Retrieval pub quiz.', 752797876904919040)]"
'Manhattanhenge',"[('Almost perfect Manhattanhenge nyc nyc newyork.', 752799099364212736), ('Los fotones del segundo y ltimo Manhattanhenge de 2016.', 752798766290395136), ('Pics Manhattanhenge only occurs two evenings times a year and last night was one of them.', 752798490766356481), ('Manhattanhenge makes New York glow at sunset Shawn PriceNEW YORK July 12 UPI The phenomenon science.', 752798412836261888), ('Stunning views as New York treated to rare Manhattanhenge phenomenon.', 752798430162857984), ('The most beautiful sunset in my favorite city Manhattanhenge 2016.', 752799040505602049), ('New Yorkers capture the warm glow of Manhattanhenge.', 752798705955196928), ('Manhattanhenge sunset We watched the sun set right down 57th street this evening reedtimmerTVN foxandfriends https.', 752798583490015233), ('Every year thousands of worshippers with phones flock to Manhattanhenge to pay respect to the summer solstice.', 752798567295750144)]","[('Las mejores fotos del Manhattanhenge.', 752798214621986816)]"
